"cnty_fips","display_name","Value","theme_range"
55079,"""Milwaukee, (WI)""",66.5,"61.9 - 70.5 (645)"
55081,"""Monroe, (WI)""",69.5,"61.9 - 70.5 (645)"
55087,"""Outagamie, (WI)""",62.6,"61.9 - 70.5 (645)"
55089,"""Ozaukee, (WI)""",60.9,"0.0 - 61.8 (645)"
55091,"""Pepin, (WI)""",66.4,"61.9 - 70.5 (645)"
55097,"""Portage, (WI)""",59,"0.0 - 61.8 (645)"
55101,"""Racine, (WI)""",70.5,"61.9 - 70.5 (645)"
55103,"""Richland, (WI)""",68.6,"61.9 - 70.5 (645)"
55105,"""Rock, (WI)""",68.1,"61.9 - 70.5 (645)"
55111,"""Sauk, (WI)""",69.2,"61.9 - 70.5 (645)"
55117,"""Sheboygan, (WI)""",70.5,"61.9 - 70.5 (645)"
55121,"""Trempealeau, (WI)""",71,"70.6 - 77.9 (646)"
55123,"""Vernon, (WI)""",68.9,"61.9 - 70.5 (645)"
55127,"""Walworth, (WI)""",63.5,"61.9 - 70.5 (645)"
55131,"""Washington, (WI)""",64.7,"61.9 - 70.5 (645)"
55133,"""Waukesha, (WI)""",62.1,"61.9 - 70.5 (645)"
55135,"""Waupaca, (WI)""",63.5,"61.9 - 70.5 (645)"
55137,"""Waushara, (WI)""",60.1,"0.0 - 61.8 (645)"
55139,"""Winnebago, (WI)""",64.7,"61.9 - 70.5 (645)"
55141,"""Wood, (WI)""",58.8,"0.0 - 61.8 (645)"
01001,"""Autauga, (AL)""",107,"88.5 - 173.8 (642)"
01009,"""Blount, (AL)""",96.1,"88.5 - 173.8 (642)"
01015,"""Calhoun, (AL)""",103.6,"88.5 - 173.8 (642)"
01017,"""Chambers, (AL)""",106.7,"88.5 - 173.8 (642)"
01019,"""Cherokee, (AL)""",89,"88.5 - 173.8 (642)"
01021,"""Chilton, (AL)""",100.6,"88.5 - 173.8 (642)"
01027,"""Clay, (AL)""",96.9,"88.5 - 173.8 (642)"
01029,"""Cleburne, (AL)""",89,"88.5 - 173.8 (642)"
01037,"""Coosa, (AL)""",97.9,"88.5 - 173.8 (642)"
01043,"""Cullman, (AL)""",94,"88.5 - 173.8 (642)"
01047,"""Dallas, (AL)""",108.3,"88.5 - 173.8 (642)"
01049,"""DeKalb, (AL)""",98.9,"88.5 - 173.8 (642)"
01051,"""Elmore, (AL)""",102,"88.5 - 173.8 (642)"
01055,"""Etowah, (AL)""",96.6,"88.5 - 173.8 (642)"
01071,"""Jackson, (AL)""",102.1,"88.5 - 173.8 (642)"
01073,"""Jefferson, (AL)""",117.9,"88.5 - 173.8 (642)"
01081,"""Lee, (AL)""",90.9,"88.5 - 173.8 (642)"
01083,"""Limestone, (AL)""",90.3,"88.5 - 173.8 (642)"
01085,"""Lowndes, (AL)""",112.5,"88.5 - 173.8 (642)"
01087,"""Macon, (AL)""",100,"88.5 - 173.8 (642)"
01089,"""Madison, (AL)""",90.3,"88.5 - 173.8 (642)"
01095,"""Marshall, (AL)""",95.6,"88.5 - 173.8 (642)"
01101,"""Montgomery, (AL)""",105.8,"88.5 - 173.8 (642)"
01103,"""Morgan, (AL)""",91.3,"88.5 - 173.8 (642)"
01111,"""Randolph, (AL)""",93.5,"88.5 - 173.8 (642)"
01113,"""Russell, (AL)""",95.6,"88.5 - 173.8 (642)"
01115,"""St. Clair, (AL)""",101.4,"88.5 - 173.8 (642)"
01117,"""Shelby, (AL)""",99.7,"88.5 - 173.8 (642)"
01121,"""Talladega, (AL)""",107.7,"88.5 - 173.8 (642)"
01123,"""Tallapoosa, (AL)""",95.2,"88.5 - 173.8 (642)"
13015,"""Bartow, (GA)""",87.8,"78.0 - 88.4 (638)"
13035,"""Butts, (GA)""",98.9,"88.5 - 173.8 (642)"
13045,"""Carroll, (GA)""",82.2,"78.0 - 88.4 (638)"
13047,"""Catoosa, (GA)""",89.4,"88.5 - 173.8 (642)"
13053,"""Chattahoochee, (GA)""",96.2,"88.5 - 173.8 (642)"
13055,"""Chattooga, (GA)""",90.9,"88.5 - 173.8 (642)"
13057,"""Cherokee, (GA)""",83.2,"78.0 - 88.4 (638)"
13063,"""Clayton, (GA)""",103.2,"88.5 - 173.8 (642)"
13067,"""Cobb, (GA)""",98.6,"88.5 - 173.8 (642)"
13077,"""Coweta, (GA)""",74.2,"70.6 - 77.9 (646)"
13079,"""Crawford, (GA)""",83,"78.0 - 88.4 (638)"
13083,"""Dade, (GA)""",94.6,"88.5 - 173.8 (642)"
13085,"""Dawson, (GA)""",71.4,"70.6 - 77.9 (646)"
13089,"""DeKalb, (GA)""",70,"61.9 - 70.5 (645)"
13097,"""Douglas, (GA)""",103.7,"88.5 - 173.8 (642)"
13111,"""Fannin, (GA)""",73.4,"70.6 - 77.9 (646)"
13113,"""Fayette, (GA)""",69.2,"61.9 - 70.5 (645)"
13115,"""Floyd, (GA)""",85.2,"78.0 - 88.4 (638)"
13117,"""Forsyth, (GA)""",62.8,"61.9 - 70.5 (645)"
13121,"""Fulton, (GA)""",81.6,"78.0 - 88.4 (638)"
13123,"""Gilmer, (GA)""",79,"78.0 - 88.4 (638)"
13129,"""Gordon, (GA)""",84.2,"78.0 - 88.4 (638)"
13135,"""Gwinnett, (GA)""",69.1,"61.9 - 70.5 (645)"
13143,"""Haralson, (GA)""",87.1,"78.0 - 88.4 (638)"
13145,"""Harris, (GA)""",86.7,"78.0 - 88.4 (638)"
13149,"""Heard, (GA)""",80.2,"78.0 - 88.4 (638)"
13151,"""Henry, (GA)""",97.3,"88.5 - 173.8 (642)"
13171,"""Lamar, (GA)""",94.7,"88.5 - 173.8 (642)"
13187,"""Lumpkin, (GA)""",77.6,"70.6 - 77.9 (646)"
13193,"""Macon, (GA)""",108.4,"88.5 - 173.8 (642)"
13197,"""Marion, (GA)""",87.8,"78.0 - 88.4 (638)"
13199,"""Meriwether, (GA)""",81.7,"78.0 - 88.4 (638)"
13207,"""Monroe, (GA)""",92.7,"88.5 - 173.8 (642)"
13213,"""Murray, (GA)""",87.4,"78.0 - 88.4 (638)"
13215,"""Muscogee, (GA)""",92.4,"88.5 - 173.8 (642)"
13223,"""Paulding, (GA)""",99.9,"88.5 - 173.8 (642)"
13227,"""Pickens, (GA)""",81,"78.0 - 88.4 (638)"
13231,"""Pike, (GA)""",108.3,"88.5 - 173.8 (642)"
13233,"""Polk, (GA)""",87.9,"78.0 - 88.4 (638)"
13247,"""Rockdale, (GA)""",82.6,"78.0 - 88.4 (638)"
13249,"""Schley, (GA)""",79.9,"78.0 - 88.4 (638)"
13255,"""Spalding, (GA)""",100.3,"88.5 - 173.8 (642)"
13263,"""Talbot, (GA)""",101.8,"88.5 - 173.8 (642)"
13269,"""Taylor, (GA)""",115.6,"88.5 - 173.8 (642)"
13285,"""Troup, (GA)""",94.8,"88.5 - 173.8 (642)"
13291,"""Union, (GA)""",67.5,"61.9 - 70.5 (645)"
13293,"""Upson, (GA)""",160.9,"88.5 - 173.8 (642)"
13295,"""Walker, (GA)""",90.2,"88.5 - 173.8 (642)"
13313,"""Whitfield, (GA)""",89.9,"88.5 - 173.8 (642)"
18025,"""Crawford, (IN)""",82.1,"78.0 - 88.4 (638)"
18037,"""Dubois, (IN)""",74.4,"70.6 - 77.9 (646)"
18043,"""Floyd, (IN)""",73.6,"70.6 - 77.9 (646)"
18061,"""Harrison, (IN)""",72.2,"70.6 - 77.9 (646)"
18123,"""Perry, (IN)""",79.8,"78.0 - 88.4 (638)"
18147,"""Spencer, (IN)""",75.3,"70.6 - 77.9 (646)"
21001,"""Adair, (KY)""",92.1,"88.5 - 173.8 (642)"
21003,"""Allen, (KY)""",82.1,"78.0 - 88.4 (638)"
21005,"""Anderson, (KY)""",79.7,"78.0 - 88.4 (638)"
21009,"""Barren, (KY)""",89.5,"88.5 - 173.8 (642)"
21017,"""Bourbon, (KY)""",75.2,"70.6 - 77.9 (646)"
21021,"""Boyle, (KY)""",89.9,"88.5 - 173.8 (642)"
21027,"""Breckinridge, (KY)""",74.3,"70.6 - 77.9 (646)"
21029,"""Bullitt, (KY)""",58.4,"0.0 - 61.8 (645)"
21031,"""Butler, (KY)""",78.6,"78.0 - 88.4 (638)"
21045,"""Casey, (KY)""",83.9,"78.0 - 88.4 (638)"
21049,"""Clark, (KY)""",100.6,"88.5 - 173.8 (642)"
21053,"""Clinton, (KY)""",68.8,"61.9 - 70.5 (645)"
21057,"""Cumberland, (KY)""",88.8,"88.5 - 173.8 (642)"
21059,"""Daviess, (KY)""",73.1,"70.6 - 77.9 (646)"
21061,"""Edmonson, (KY)""",87.2,"78.0 - 88.4 (638)"
21065,"""Estill, (KY)""",100.5,"88.5 - 173.8 (642)"
21067,"""Fayette, (KY)""",70.1,"61.9 - 70.5 (645)"
21073,"""Franklin, (KY)""",70.9,"70.6 - 77.9 (646)"
21079,"""Garrard, (KY)""",86.3,"78.0 - 88.4 (638)"
21085,"""Grayson, (KY)""",82.6,"78.0 - 88.4 (638)"
21087,"""Green, (KY)""",97.2,"88.5 - 173.8 (642)"
21091,"""Hancock, (KY)""",77.1,"70.6 - 77.9 (646)"
21093,"""Hardin, (KY)""",63.7,"61.9 - 70.5 (645)"
21099,"""Hart, (KY)""",86.8,"78.0 - 88.4 (638)"
21109,"""Jackson, (KY)""",87.7,"78.0 - 88.4 (638)"
21111,"""Jefferson, (KY)""",70,"61.9 - 70.5 (645)"
21113,"""Jessamine, (KY)""",76.1,"70.6 - 77.9 (646)"
21123,"""Larue, (KY)""",81.8,"78.0 - 88.4 (638)"
21125,"""Laurel, (KY)""",83.2,"78.0 - 88.4 (638)"
21137,"""Lincoln, (KY)""",81.5,"78.0 - 88.4 (638)"
21141,"""Logan, (KY)""",75.1,"70.6 - 77.9 (646)"
21147,"""McCreary, (KY)""",78.9,"78.0 - 88.4 (638)"
21151,"""Madison, (KY)""",89.9,"88.5 - 173.8 (642)"
21155,"""Marion, (KY)""",90.2,"88.5 - 173.8 (642)"
21163,"""Meade, (KY)""",69.9,"61.9 - 70.5 (645)"
21167,"""Mercer, (KY)""",81.5,"78.0 - 88.4 (638)"
21169,"""Metcalfe, (KY)""",97.6,"88.5 - 173.8 (642)"
21171,"""Monroe, (KY)""",102.3,"88.5 - 173.8 (642)"
21173,"""Montgomery, (KY)""",76,"70.6 - 77.9 (646)"
21177,"""Muhlenberg, (KY)""",69.6,"61.9 - 70.5 (645)"
21179,"""Nelson, (KY)""",81.4,"78.0 - 88.4 (638)"
21181,"""Nicholas, (KY)""",104.7,"88.5 - 173.8 (642)"
21183,"""Ohio, (KY)""",78.4,"78.0 - 88.4 (638)"
21199,"""Pulaski, (KY)""",75.8,"70.6 - 77.9 (646)"
21203,"""Rockcastle, (KY)""",81.9,"78.0 - 88.4 (638)"
21207,"""Russell, (KY)""",75.7,"70.6 - 77.9 (646)"
21209,"""Scott, (KY)""",90.3,"88.5 - 173.8 (642)"
21211,"""Shelby, (KY)""",66.5,"61.9 - 70.5 (645)"
21213,"""Simpson, (KY)""",81.7,"78.0 - 88.4 (638)"
21215,"""Spencer, (KY)""",65,"61.9 - 70.5 (645)"
21217,"""Taylor, (KY)""",93.1,"88.5 - 173.8 (642)"
21227,"""Warren, (KY)""",80.9,"78.0 - 88.4 (638)"
21229,"""Washington, (KY)""",88.1,"78.0 - 88.4 (638)"
21231,"""Wayne, (KY)""",71,"70.6 - 77.9 (646)"
21235,"""Whitley, (KY)""",108.5,"88.5 - 173.8 (642)"
21239,"""Woodford, (KY)""",69,"61.9 - 70.5 (645)"
37039,"""Cherokee, (NC)""",68.5,"61.9 - 70.5 (645)"
47001,"""Anderson, (TN)""",78.8,"78.0 - 88.4 (638)"
47003,"""Bedford, (TN)""",81.5,"78.0 - 88.4 (638)"
47007,"""Bledsoe, (TN)""",80.9,"78.0 - 88.4 (638)"
47009,"""Blount, (TN)""",69.6,"61.9 - 70.5 (645)"
47011,"""Bradley, (TN)""",91,"88.5 - 173.8 (642)"
47013,"""Campbell, (TN)""",86.5,"78.0 - 88.4 (638)"
47015,"""Cannon, (TN)""",85.9,"78.0 - 88.4 (638)"
47021,"""Cheatham, (TN)""",97.4,"88.5 - 173.8 (642)"
47027,"""Clay, (TN)""",96.1,"88.5 - 173.8 (642)"
47031,"""Coffee, (TN)""",78.4,"78.0 - 88.4 (638)"
47035,"""Cumberland, (TN)""",68.4,"61.9 - 70.5 (645)"
47037,"""Davidson, (TN)""",82.9,"78.0 - 88.4 (638)"
47041,"""DeKalb, (TN)""",98.4,"88.5 - 173.8 (642)"
47049,"""Fentress, (TN)""",75,"70.6 - 77.9 (646)"
47051,"""Franklin, (TN)""",87,"78.0 - 88.4 (638)"
47055,"""Giles, (TN)""",97.6,"88.5 - 173.8 (642)"
47061,"""Grundy, (TN)""",82.9,"78.0 - 88.4 (638)"
47065,"""Hamilton, (TN)""",87.5,"78.0 - 88.4 (638)"
47087,"""Jackson, (TN)""",92.2,"88.5 - 173.8 (642)"
47093,"""Knox, (TN)""",73,"70.6 - 77.9 (646)"
47103,"""Lincoln, (TN)""",89.1,"88.5 - 173.8 (642)"
47105,"""Loudon, (TN)""",63.6,"61.9 - 70.5 (645)"
47107,"""McMinn, (TN)""",94.4,"88.5 - 173.8 (642)"
47111,"""Macon, (TN)""",103.1,"88.5 - 173.8 (642)"
47115,"""Marion, (TN)""",89.2,"88.5 - 173.8 (642)"
47117,"""Marshall, (TN)""",89.7,"88.5 - 173.8 (642)"
47119,"""Maury, (TN)""",101.7,"88.5 - 173.8 (642)"
47121,"""Meigs, (TN)""",88.7,"88.5 - 173.8 (642)"
47123,"""Monroe, (TN)""",75,"70.6 - 77.9 (646)"
47127,"""Moore, (TN)""",82.2,"78.0 - 88.4 (638)"
47129,"""Morgan, (TN)""",79.1,"78.0 - 88.4 (638)"
47133,"""Overton, (TN)""",81.7,"78.0 - 88.4 (638)"
47137,"""Pickett, (TN)""",73.1,"70.6 - 77.9 (646)"
47139,"""Polk, (TN)""",90.9,"88.5 - 173.8 (642)"
47141,"""Putnam, (TN)""",80,"78.0 - 88.4 (638)"
47143,"""Rhea, (TN)""",75.6,"70.6 - 77.9 (646)"
47145,"""Roane, (TN)""",72.1,"70.6 - 77.9 (646)"
47147,"""Robertson, (TN)""",93.5,"88.5 - 173.8 (642)"
47149,"""Rutherford, (TN)""",80.7,"78.0 - 88.4 (638)"
47151,"""Scott, (TN)""",72.4,"70.6 - 77.9 (646)"
47153,"""Sequatchie, (TN)""",89.2,"88.5 - 173.8 (642)"
47159,"""Smith, (TN)""",96.5,"88.5 - 173.8 (642)"
47165,"""Sumner, (TN)""",82.6,"78.0 - 88.4 (638)"
47169,"""Trousdale, (TN)""",94.2,"88.5 - 173.8 (642)"
47175,"""Van Buren, (TN)""",88,"78.0 - 88.4 (638)"
47177,"""Warren, (TN)""",98.1,"88.5 - 173.8 (642)"
47185,"""White, (TN)""",94.2,"88.5 - 173.8 (642)"
47187,"""Williamson, (TN)""",80.7,"78.0 - 88.4 (638)"
47189,"""Wilson, (TN)""",80.8,"78.0 - 88.4 (638)"
13009,"""Baldwin, (GA)""",83.2,"78.0 - 88.4 (638)"
13011,"""Banks, (GA)""",86.6,"78.0 - 88.4 (638)"
13013,"""Barrow, (GA)""",87.6,"78.0 - 88.4 (638)"
13021,"""Bibb, (GA)""",82.4,"78.0 - 88.4 (638)"
13023,"""Bleckley, (GA)""",82.1,"78.0 - 88.4 (638)"
13031,"""Bulloch, (GA)""",85.5,"78.0 - 88.4 (638)"
13033,"""Burke, (GA)""",88.4,"78.0 - 88.4 (638)"
13043,"""Candler, (GA)""",86.5,"78.0 - 88.4 (638)"
13059,"""Clarke, (GA)""",91.7,"88.5 - 173.8 (642)"
13073,"""Columbia, (GA)""",66.9,"61.9 - 70.5 (645)"
13091,"""Dodge, (GA)""",87,"78.0 - 88.4 (638)"
13093,"""Dooly, (GA)""",75.2,"70.6 - 77.9 (646)"
13103,"""Effingham, (GA)""",80,"78.0 - 88.4 (638)"
13105,"""Elbert, (GA)""",74.8,"70.6 - 77.9 (646)"
13107,"""Emanuel, (GA)""",91.3,"88.5 - 173.8 (642)"
13109,"""Evans, (GA)""",79.8,"78.0 - 88.4 (638)"
13119,"""Franklin, (GA)""",94,"88.5 - 173.8 (642)"
13125,"""Glascock, (GA)""",90.3,"88.5 - 173.8 (642)"
13133,"""Greene, (GA)""",76.4,"70.6 - 77.9 (646)"
13137,"""Habersham, (GA)""",86,"78.0 - 88.4 (638)"
13139,"""Hall, (GA)""",78.3,"78.0 - 88.4 (638)"
13141,"""Hancock, (GA)""",81.7,"78.0 - 88.4 (638)"
13147,"""Hart, (GA)""",78.3,"78.0 - 88.4 (638)"
13153,"""Houston, (GA)""",77.6,"70.6 - 77.9 (646)"
13157,"""Jackson, (GA)""",87.8,"78.0 - 88.4 (638)"
13159,"""Jasper, (GA)""",79.4,"78.0 - 88.4 (638)"
13163,"""Jefferson, (GA)""",89.1,"88.5 - 173.8 (642)"
13165,"""Jenkins, (GA)""",91.3,"88.5 - 173.8 (642)"
13167,"""Johnson, (GA)""",90.8,"88.5 - 173.8 (642)"
13169,"""Jones, (GA)""",83.1,"78.0 - 88.4 (638)"
13175,"""Laurens, (GA)""",91.7,"88.5 - 173.8 (642)"
13181,"""Lincoln, (GA)""",69.5,"61.9 - 70.5 (645)"
13189,"""McDuffie, (GA)""",81.1,"78.0 - 88.4 (638)"
13195,"""Madison, (GA)""",90.6,"88.5 - 173.8 (642)"
13209,"""Montgomery, (GA)""",96.7,"88.5 - 173.8 (642)"
13211,"""Morgan, (GA)""",83.1,"78.0 - 88.4 (638)"
13217,"""Newton, (GA)""",92.8,"88.5 - 173.8 (642)"
13219,"""Oconee, (GA)""",92.1,"88.5 - 173.8 (642)"
13221,"""Oglethorpe, (GA)""",89.8,"88.5 - 173.8 (642)"
13225,"""Peach, (GA)""",87.6,"78.0 - 88.4 (638)"
13235,"""Pulaski, (GA)""",76.7,"70.6 - 77.9 (646)"
13237,"""Putnam, (GA)""",74.2,"70.6 - 77.9 (646)"
13241,"""Rabun, (GA)""",78.1,"78.0 - 88.4 (638)"
13245,"""Richmond, (GA)""",87.5,"78.0 - 88.4 (638)"
13251,"""Screven, (GA)""",91.7,"88.5 - 173.8 (642)"
13257,"""Stephens, (GA)""",102.2,"88.5 - 173.8 (642)"
13265,"""Taliaferro, (GA)""",79.9,"78.0 - 88.4 (638)"
13279,"""Toombs, (GA)""",91.7,"88.5 - 173.8 (642)"
13281,"""Towns, (GA)""",74.2,"70.6 - 77.9 (646)"
13283,"""Treutlen, (GA)""",94.1,"88.5 - 173.8 (642)"
13289,"""Twiggs, (GA)""",84,"78.0 - 88.4 (638)"
13297,"""Walton, (GA)""",89,"88.5 - 173.8 (642)"
13301,"""Warren, (GA)""",91.9,"88.5 - 173.8 (642)"
13303,"""Washington, (GA)""",88.9,"88.5 - 173.8 (642)"
13311,"""White, (GA)""",79.8,"78.0 - 88.4 (638)"
13317,"""Wilkes, (GA)""",80.4,"78.0 - 88.4 (638)"
13319,"""Wilkinson, (GA)""",87.5,"78.0 - 88.4 (638)"
21011,"""Bath, (KY)""",112.1,"88.5 - 173.8 (642)"
21013,"""Bell, (KY)""",102,"88.5 - 173.8 (642)"
21019,"""Boyd, (KY)""",83.6,"78.0 - 88.4 (638)"
21025,"""Breathitt, (KY)""",93.6,"88.5 - 173.8 (642)"
21043,"""Carter, (KY)""",83.9,"78.0 - 88.4 (638)"
21051,"""Clay, (KY)""",108.8,"88.5 - 173.8 (642)"
21063,"""Elliott, (KY)""",76.4,"70.6 - 77.9 (646)"
21069,"""Fleming, (KY)""",93.2,"88.5 - 173.8 (642)"
21071,"""Floyd, (KY)""",77.4,"70.6 - 77.9 (646)"
21095,"""Harlan, (KY)""",109.7,"88.5 - 173.8 (642)"
21115,"""Johnson, (KY)""",130,"88.5 - 173.8 (642)"
21119,"""Knott, (KY)""",75.1,"70.6 - 77.9 (646)"
21121,"""Knox, (KY)""",74.3,"70.6 - 77.9 (646)"
21127,"""Lawrence, (KY)""",97.8,"88.5 - 173.8 (642)"
21129,"""Lee, (KY)""",103.6,"88.5 - 173.8 (642)"
21131,"""Leslie, (KY)""",116.2,"88.5 - 173.8 (642)"
21133,"""Letcher, (KY)""",81.4,"78.0 - 88.4 (638)"
21153,"""Magoffin, (KY)""",76.2,"70.6 - 77.9 (646)"
21159,"""Martin, (KY)""",94.8,"88.5 - 173.8 (642)"
21165,"""Menifee, (KY)""",92.7,"88.5 - 173.8 (642)"
21175,"""Morgan, (KY)""",105.3,"88.5 - 173.8 (642)"
21189,"""Owsley, (KY)""",102.2,"88.5 - 173.8 (642)"
21193,"""Perry, (KY)""",106.1,"88.5 - 173.8 (642)"
21195,"""Pike, (KY)""",76.7,"70.6 - 77.9 (646)"
21197,"""Powell, (KY)""",106.9,"88.5 - 173.8 (642)"
21205,"""Rowan, (KY)""",101,"88.5 - 173.8 (642)"
21237,"""Wolfe, (KY)""",98.1,"88.5 - 173.8 (642)"
37003,"""Alexander, (NC)""",76.7,"70.6 - 77.9 (646)"
37005,"""Alleghany, (NC)""",64.5,"61.9 - 70.5 (645)"
37009,"""Ashe, (NC)""",61,"0.0 - 61.8 (645)"
37011,"""Avery, (NC)""",71.6,"70.6 - 77.9 (646)"
37021,"""Buncombe, (NC)""",78.4,"78.0 - 88.4 (638)"
37023,"""Burke, (NC)""",82.5,"78.0 - 88.4 (638)"
37027,"""Caldwell, (NC)""",77.6,"70.6 - 77.9 (646)"
37035,"""Catawba, (NC)""",82.7,"78.0 - 88.4 (638)"
37043,"""Clay, (NC)""",64.9,"61.9 - 70.5 (645)"
37045,"""Cleveland, (NC)""",87.3,"78.0 - 88.4 (638)"
37071,"""Gaston, (NC)""",85.3,"78.0 - 88.4 (638)"
37075,"""Graham, (NC)""",69,"61.9 - 70.5 (645)"
37087,"""Haywood, (NC)""",71.4,"70.6 - 77.9 (646)"
37089,"""Henderson, (NC)""",75.5,"70.6 - 77.9 (646)"
37097,"""Iredell, (NC)""",81.8,"78.0 - 88.4 (638)"
37099,"""Jackson, (NC)""",72.4,"70.6 - 77.9 (646)"
37109,"""Lincoln, (NC)""",80.8,"78.0 - 88.4 (638)"
37111,"""McDowell, (NC)""",83.2,"78.0 - 88.4 (638)"
37113,"""Macon, (NC)""",74.2,"70.6 - 77.9 (646)"
37115,"""Madison, (NC)""",85.8,"78.0 - 88.4 (638)"
37119,"""Mecklenburg, (NC)""",75.1,"70.6 - 77.9 (646)"
37121,"""Mitchell, (NC)""",72,"70.6 - 77.9 (646)"
37149,"""Polk, (NC)""",77.2,"70.6 - 77.9 (646)"
37161,"""Rutherford, (NC)""",92.8,"88.5 - 173.8 (642)"
37171,"""Surry, (NC)""",80,"78.0 - 88.4 (638)"
37173,"""Swain, (NC)""",68.4,"61.9 - 70.5 (645)"
37175,"""Transylvania, (NC)""",76.3,"70.6 - 77.9 (646)"
37189,"""Watauga, (NC)""",54.7,"0.0 - 61.8 (645)"
37193,"""Wilkes, (NC)""",62.8,"61.9 - 70.5 (645)"
37197,"""Yadkin, (NC)""",78.5,"78.0 - 88.4 (638)"
37199,"""Yancey, (NC)""",75.7,"70.6 - 77.9 (646)"
45001,"""Abbeville, (SC)""",78.6,"78.0 - 88.4 (638)"
45003,"""Aiken, (SC)""",80.5,"78.0 - 88.4 (638)"
45005,"""Allendale, (SC)""",103.6,"88.5 - 173.8 (642)"
45007,"""Anderson, (SC)""",73.7,"70.6 - 77.9 (646)"
45009,"""Bamberg, (SC)""",97.9,"88.5 - 173.8 (642)"
45011,"""Barnwell, (SC)""",86.6,"78.0 - 88.4 (638)"
45013,"""Beaufort, (SC)""",50.8,"0.0 - 61.8 (645)"
45017,"""Calhoun, (SC)""",75.9,"70.6 - 77.9 (646)"
45021,"""Cherokee, (SC)""",91.7,"88.5 - 173.8 (642)"
45023,"""Chester, (SC)""",92.4,"88.5 - 173.8 (642)"
45029,"""Colleton, (SC)""",104.5,"88.5 - 173.8 (642)"
45037,"""Edgefield, (SC)""",76.7,"70.6 - 77.9 (646)"
45039,"""Fairfield, (SC)""",72.6,"70.6 - 77.9 (646)"
45045,"""Greenville, (SC)""",77,"70.6 - 77.9 (646)"
45047,"""Greenwood, (SC)""",81.2,"78.0 - 88.4 (638)"
45049,"""Hampton, (SC)""",91.1,"88.5 - 173.8 (642)"
45053,"""Jasper, (SC)""",74.8,"70.6 - 77.9 (646)"
45057,"""Lancaster, (SC)""",70.3,"61.9 - 70.5 (645)"
45059,"""Laurens, (SC)""",99.5,"88.5 - 173.8 (642)"
45063,"""Lexington, (SC)""",74.3,"70.6 - 77.9 (646)"
45065,"""McCormick, (SC)""",71.3,"70.6 - 77.9 (646)"
45071,"""Newberry, (SC)""",77.8,"70.6 - 77.9 (646)"
45073,"""Oconee, (SC)""",82.1,"78.0 - 88.4 (638)"
45075,"""Orangeburg, (SC)""",88.8,"88.5 - 173.8 (642)"
45077,"""Pickens, (SC)""",76,"70.6 - 77.9 (646)"
45079,"""Richland, (SC)""",66.7,"61.9 - 70.5 (645)"
45081,"""Saluda, (SC)""",76.3,"70.6 - 77.9 (646)"
45083,"""Spartanburg, (SC)""",91.7,"88.5 - 173.8 (642)"
45087,"""Union, (SC)""",94.3,"88.5 - 173.8 (642)"
45091,"""York, (SC)""",89.1,"88.5 - 173.8 (642)"
47019,"""Carter, (TN)""",71,"70.6 - 77.9 (646)"
47025,"""Claiborne, (TN)""",90.4,"88.5 - 173.8 (642)"
47029,"""Cocke, (TN)""",80.3,"78.0 - 88.4 (638)"
47057,"""Grainger, (TN)""",85.6,"78.0 - 88.4 (638)"
47059,"""Greene, (TN)""",84.9,"78.0 - 88.4 (638)"
47063,"""Hamblen, (TN)""",83.4,"78.0 - 88.4 (638)"
47067,"""Hancock, (TN)""",90.8,"88.5 - 173.8 (642)"
47073,"""Hawkins, (TN)""",72.7,"70.6 - 77.9 (646)"
47089,"""Jefferson, (TN)""",77.9,"70.6 - 77.9 (646)"
47091,"""Johnson, (TN)""",68.5,"61.9 - 70.5 (645)"
47155,"""Sevier, (TN)""",71.7,"70.6 - 77.9 (646)"
47163,"""Sullivan, (TN)""",71.9,"70.6 - 77.9 (646)"
47171,"""Unicoi, (TN)""",72.4,"70.6 - 77.9 (646)"
47173,"""Union, (TN)""",76.4,"70.6 - 77.9 (646)"
47179,"""Washington, (TN)""",71.7,"70.6 - 77.9 (646)"
51021,"""Bland, (VA)""",76.3,"70.6 - 77.9 (646)"
51027,"""Buchanan, (VA)""",73.2,"70.6 - 77.9 (646)"
51035,"""Carroll, (VA)""",78.9,"78.0 - 88.4 (638)"
51051,"""Dickenson, (VA)""",72,"70.6 - 77.9 (646)"
51071,"""Giles, (VA)""",76.1,"70.6 - 77.9 (646)"
51077,"""Grayson, (VA)""",73.2,"70.6 - 77.9 (646)"
51105,"""Lee, (VA)""",80.8,"78.0 - 88.4 (638)"
51155,"""Pulaski, (VA)""",82,"78.0 - 88.4 (638)"
51167,"""Russell, (VA)""",72.9,"70.6 - 77.9 (646)"
51169,"""Scott, (VA)""",73.4,"70.6 - 77.9 (646)"
51173,"""Smyth, (VA)""",72.1,"70.6 - 77.9 (646)"
51185,"""Tazewell, (VA)""",68.9,"61.9 - 70.5 (645)"
51191,"""Washington, (VA)""",74.4,"70.6 - 77.9 (646)"
51195,"""Wise, (VA)""",77.2,"70.6 - 77.9 (646)"
51197,"""Wythe, (VA)""",75.3,"70.6 - 77.9 (646)"
51520,"""Bristol, (VA)""",73.9,"70.6 - 77.9 (646)"
51640,"""Galax, (VA)""",106.2,"88.5 - 173.8 (642)"
51720,"""Norton, (VA)""",72.3,"70.6 - 77.9 (646)"
54005,"""Boone, (WV)""",94.4,"88.5 - 173.8 (642)"
